CD_ESTACAO;DT_MEDICAO;HR_MEDICAO;CHUVA
A803;2015-08-29;2300;0
A803;2015-08-28;0;0
A803;2015-08-28;100;0
A803;2015-08-28;200;0
A803;2015-08-28;300;0
A803;2015-08-28;400;0
A803;2015-08-28;500;0
A803;2015-08-28;700;0
A803;2015-08-28;800;0
A803;2015-08-28;900;0
A803;2015-08-28;1100;0
A803;2015-08-28;1300;0
A803;2015-08-28;1400;0
A803;2015-08-28;1500;0
A803;2015-08-28;1600;0
A803;2015-08-28;1700;0
A803;2015-08-28;1800;0
A803;2015-08-28;1900;0
A803;2015-08-28;2100;0
A803;2015-08-28;2300;0
A803;2015-08-27;0;0
A803;2015-08-27;200;0
A803;2015-08-27;400;0
A803;2015-08-27;500;0
A803;2015-08-27;600;0
A803;2015-08-27;800;0
A803;2015-08-27;900;0
A803;2015-08-27;1000;0
A803;2015-08-27;1200;0
A803;2015-08-27;1300;0
A803;2015-08-27;1400;0
A803;2015-08-27;1500;0
A803;2015-08-27;1800;0
A803;2015-08-27;2100;0
A803;2015-08-26;0;0
A803;2015-08-26;200;0
A803;2015-08-26;300;0
A803;2015-08-26;400;0
A803;2015-08-26;1000;0
A803;2015-08-26;1100;0
A803;2015-08-26;1200;2,4
A803;2015-08-26;1400;0,6
A803;2015-08-26;1500;0,8
A803;2015-08-26;1600;0
A803;2015-08-26;1700;0
A803;2015-08-26;1800;2,6
A803;2015-08-26;1900;2,4
A803;2015-08-26;2100;0
A803;2015-08-26;2200;2,4
A803;2015-08-26;2300;0,4
A803;2015-08-25;100;0
A803;2015-08-25;200;0
A803;2015-08-25;300;0
A803;2015-08-25;400;0
A803;2015-08-25;500;0
A803;2015-08-25;700;0
A803;2015-08-25;800;0
A803;2015-08-25;1000;0
A803;2015-08-25;1100;0
A803;2015-08-25;1200;0
A803;2015-08-25;1300;0
A803;2015-08-25;1400;0
A803;2015-08-25;1500;0
A803;2015-08-25;1600;0
A803;2015-08-25;1900;0
A803;2015-08-25;2000;0
A803;2015-08-25;2200;0
A803;2015-08-25;2300;0
A803;2015-08-24;200;0
A803;2015-08-24;500;0
A803;2015-08-24;600;0
A803;2015-08-24;800;0
A803;2015-08-24;900;0
A803;2015-08-24;1000;0
A803;2015-08-24;1100;0,2
A803;2015-08-24;1300;0
A803;2015-08-24;1400;0
A803;2015-08-24;1500;0
A803;2015-08-24;1600;0
A803;2015-08-24;2000;0
A803;2015-08-24;2100;0
A803;2015-08-24;2200;0
A803;2015-08-23;100;0
A803;2015-08-23;200;0
A803;2015-08-23;400;0
A803;2015-08-23;500;0
A803;2015-08-23;700;0
A803;2015-08-23;900;0
A803;2015-08-23;1200;0
A803;2015-08-23;1400;0
A803;2015-08-23;1700;0
A803;2015-08-23;1800;0
A803;2015-08-23;1900;0
A803;2015-08-23;2200;0
A803;2015-08-22;0;0
A803;2015-08-22;100;0
A803;2015-08-22;200;0
A803;2015-08-22;400;0
A803;2015-08-22;500;0
A803;2015-08-22;600;0
A803;2015-08-22;700;0
A803;2015-08-22;800;0
A803;2015-08-22;900;0,2
A803;2015-08-22;1100;0
A803;2015-08-22;1200;0
A803;2015-08-22;1300;0
A803;2015-08-22;1800;0
A803;2015-08-22;1900;1,4
A803;2015-08-22;2100;0,8
A803;2015-08-22;2300;0
A803;2015-08-21;100;0
A803;2015-08-21;400;0
A803;2015-08-21;600;0
A803;2015-08-21;800;0
A803;2015-08-21;900;0
A803;2015-08-21;1000;0
A803;2015-08-21;1100;0
A803;2015-08-21;1300;0
A803;2015-08-21;1400;0
A803;2015-08-21;1700;0
A803;2015-08-21;1900;0
A803;2015-08-21;2000;0
A803;2015-08-21;2200;0
A803;2015-08-20;100;0
A803;2015-08-20;200;0
A803;2015-08-20;300;0
A803;2015-08-20;400;0
A803;2015-08-20;600;0
A803;2015-08-20;700;0
A803;2015-08-20;800;0
A803;2015-08-20;900;0
A803;2015-08-20;1100;0
A803;2015-08-20;1200;0
A803;2015-08-20;1500;0
A803;2015-08-20;1700;0
A803;2015-08-20;1800;0
A803;2015-08-20;2100;0
A803;2015-08-20;2200;0
A803;2015-08-19;0;0
A803;2015-08-19;200;0,4
A803;2015-08-19;300;0
A803;2015-08-19;400;0
A803;2015-08-19;700;0,6
A803;2015-08-19;800;0
A803;2015-08-19;1100;0
A803;2015-08-19;1400;0
A803;2015-08-19;1500;0
A803;2015-08-19;1700;0
A803;2015-08-19;1800;0
A803;2015-08-19;2000;0
A803;2015-08-19;2200;0
A803;2015-08-19;2300;0
A803;2015-08-18;0;0
A803;2015-08-18;100;0
A803;2015-08-18;200;0
A803;2015-08-18;500;0
A803;2015-08-18;700;0
A803;2015-08-18;1000;0
A803;2015-08-18;1100;1,8
A803;2015-08-18;1200;5,8
A803;2015-08-18;1400;2,4
A803;2015-08-18;1500;2,8
A803;2015-08-18;1900;0
A803;2015-08-18;2000;0
A803;2015-08-18;2100;0
A803;2015-08-18;2200;0
A803;2015-08-17;200;0
A803;2015-08-17;400;0
A803;2015-08-17;500;0
A803;2015-08-17;600;0
A803;2015-08-17;700;0
A803;2015-08-17;800;0
A803;2015-08-17;1000;0
A803;2015-08-17;1100;0
A803;2015-08-17;1400;0
A803;2015-08-17;1600;0
A803;2015-08-17;1700;0
A803;2015-08-17;1800;0
A803;2015-08-17;2000;0
A803;2015-08-17;2200;0
A803;2015-08-17;2300;0
A803;2015-08-16;0;0
A803;2015-08-16;200;0
A803;2015-08-16;300;0
A803;2015-08-16;400;0
A803;2015-08-16;500;0
A803;2015-08-16;600;0
A803;2015-08-16;1000;0
A803;2015-08-16;1100;0
A803;2015-08-16;1300;0,2
A803;2015-08-16;1600;0
A803;2015-08-16;1700;0
A803;2015-08-16;1800;0
A803;2015-08-16;2200;0,8
A803;2015-08-16;2300;0
A803;2015-08-15;100;0
A803;2015-08-15;300;0
A803;2015-08-15;400;0
A803;2015-08-15;500;0
A803;2015-08-15;600;0
A803;2015-08-15;700;0
A803;2015-08-15;1100;0
A803;2015-08-15;1200;0,2
A803;2015-08-15;1500;0
A803;2015-08-15;1800;0
A803;2015-08-15;1900;0
A803;2015-08-15;2000;0
A803;2015-08-15;2100;0
A803;2015-08-15;2200;0
A803;2015-08-15;2300;0
A803;2015-08-14;0;0
A803;2015-08-14;100;0
A803;2015-08-14;200;0
A803;2015-08-14;300;0
A803;2015-08-14;400;0
A803;2015-08-14;800;0
A803;2015-08-14;1000;0
A803;2015-08-14;1100;0
A803;2015-08-14;1200;0
A803;2015-08-14;1300;0
A803;2015-08-14;1400;0
A803;2015-08-14;1500;0
A803;2015-08-14;1600;0
A803;2015-08-14;1700;0
A803;2015-08-14;1800;0
A803;2015-08-14;1900;0
A803;2015-08-14;2300;0
A803;2015-08-13;0;0
A803;2015-08-13;200;0
A803;2015-08-13;400;0
A803;2015-08-13;600;0
A803;2015-08-13;700;0
A803;2015-08-13;900;0
A803;2015-08-13;1000;0
A803;2015-08-13;1100;0
A803;2015-08-13;1200;0
A803;2015-08-13;1300;0
A803;2015-08-13;1500;0
A803;2015-08-13;1600;0
A803;2015-08-13;1800;0
A803;2015-08-13;1900;0
A803;2015-08-13;2100;0
A803;2015-08-13;2200;0
A803;2015-08-13;2300;0
A803;2015-08-12;0;0
A803;2015-08-12;100;0
A803;2015-08-12;300;0
A803;2015-08-12;500;0,2
A803;2015-08-12;600;0
A803;2015-08-12;800;0
A803;2015-08-12;900;0
A803;2015-08-12;1000;0
A803;2015-08-12;1100;0
A803;2015-08-12;1200;0
A803;2015-08-12;1300;0
A803;2015-08-12;1400;0
A803;2015-08-12;1500;0
A803;2015-08-12;1800;0
A803;2015-08-12;2300;0
A803;2015-08-11;0;0
A803;2015-08-11;200;0
A803;2015-08-11;300;0
A803;2015-08-11;500;0
A803;2015-08-11;600;0
A803;2015-08-11;900;0
A803;2015-08-11;1200;0,2
A803;2015-08-11;1700;0
A803;2015-08-11;1800;0
A803;2015-08-11;1900;0
A803;2015-08-11;2100;0
A803;2015-08-11;2300;0
A803;2015-08-10;0;0
A803;2015-08-10;100;0
A803;2015-08-10;600;0
A803;2015-08-10;800;0
A803;2015-08-10;900;0
A803;2015-08-10;1100;0
A803;2015-08-10;1200;0
A803;2015-08-10;1300;0
A803;2015-08-10;1400;0
A803;2015-08-10;1500;0
A803;2015-08-10;1700;0
A803;2015-08-10;1800;0
A803;2015-08-10;2200;0
A803;2015-08-09;0;0
A803;2015-08-09;200;0
A803;2015-08-09;500;0
A803;2015-08-09;600;0
A803;2015-08-09;700;0
A803;2015-08-09;800;0
A803;2015-08-09;900;0
A803;2015-08-09;1100;0
A803;2015-08-09;1200;0
A803;2015-08-09;1300;0
A803;2015-08-09;1400;0
A803;2015-08-09;1800;0
A803;2015-08-09;2000;0
A803;2015-08-09;2100;0
A803;2015-08-09;2300;0
A803;2015-08-08;100;0
A803;2015-08-08;300;0
A803;2015-08-08;400;0
A803;2015-08-08;900;0
A803;2015-08-08;1200;0
A803;2015-08-08;1300;0
A803;2015-08-08;1500;0
A803;2015-08-08;1600;0
A803;2015-08-08;1800;0
A803;2015-08-08;2000;0
A803;2015-08-08;2100;0
A803;2015-08-08;2200;0
A803;2015-08-07;100;0
A803;2015-08-07;200;0
A803;2015-08-07;600;0
A803;2015-08-07;900;0
A803;2015-08-07;1200;0
A803;2015-08-07;1300;0
A803;2015-08-07;1400;0
A803;2015-08-07;1600;0
A803;2015-08-07;1700;0
A803;2015-08-07;2000;0
A803;2015-08-07;2200;0
A803;2015-08-07;2300;0
A803;2015-08-06;100;0
A803;2015-08-06;200;0
A803;2015-08-06;300;0
A803;2015-08-06;400;0
A803;2015-08-06;500;0
A803;2015-08-06;600;0
A803;2015-08-06;900;0
A803;2015-08-06;1200;0
A803;2015-08-06;1300;0
A803;2015-08-06;1500;0
A803;2015-08-06;1600;0
A803;2015-08-06;1900;0
A803;2015-08-06;2200;0
A803;2015-08-06;2300;0
A803;2015-08-05;200;5,2
A803;2015-08-05;300;3,2
A803;2015-08-05;400;1,4
A803;2015-08-05;500;1,4
A803;2015-08-05;600;1
A803;2015-08-05;700;3,8
A803;2015-08-05;800;2,4
A803;2015-08-05;1000;0
A803;2015-08-05;1400;0
A803;2015-08-05;1600;0
A803;2015-08-05;2000;0
A803;2015-08-05;2100;0
A803;2015-08-04;0;0
A803;2015-08-04;200;3,8
A803;2015-08-04;300;1,6
A803;2015-08-04;400;0
A803;2015-08-04;500;0
A803;2015-08-04;700;0
A803;2015-08-04;1000;0
A803;2015-08-04;1200;0
A803;2015-08-04;1800;0
A803;2015-08-04;1900;0
A803;2015-08-04;2000;0
A803;2015-08-03;0;0
A803;2015-08-03;100;0
A803;2015-08-03;300;0
A803;2015-08-03;400;0
A803;2015-08-03;700;0
A803;2015-08-03;800;0
A803;2015-08-03;900;0
A803;2015-08-03;1000;0
A803;2015-08-03;1100;0
A803;2015-08-03;1200;0
A803;2015-08-03;1400;0
A803;2015-08-03;1800;0
A803;2015-08-03;1900;0
A803;2015-08-03;2200;0
A803;2015-08-03;2300;0
A803;2015-08-02;0;0
A803;2015-08-02;100;0
A803;2015-08-02;500;0
A803;2015-08-02;1200;0
A803;2015-08-02;1300;0
A803;2015-08-02;1400;0
A803;2015-08-02;1500;0
A803;2015-08-02;1600;0
A803;2015-08-02;1700;0
A803;2015-08-02;1800;0
A803;2015-08-02;1900;0
A803;2015-08-02;2200;0
A803;2015-08-01;0;0
A803;2015-08-01;100;0
A803;2015-08-01;400;0
A803;2015-08-01;500;0
A803;2015-08-01;600;0
A803;2015-08-01;700;0
A803;2015-08-01;800;0
A803;2015-08-01;1000;0
A803;2015-08-01;1100;0
A803;2015-08-01;1200;0
A803;2015-08-01;1500;0
A803;2015-08-01;1600;0
A803;2015-08-01;1700;0
A803;2015-08-01;2100;0
A803;2015-08-01;2300;0
A803;2015-07-31;100;0
A803;2015-07-31;300;0
A803;2015-07-31;400;0
A803;2015-07-31;500;0
A803;2015-07-31;800;0
A803;2015-07-31;1100;0
A803;2015-07-31;1200;0
A803;2015-07-31;1300;0
A803;2015-07-31;1400;0
A803;2015-07-31;1500;0
A803;2015-07-31;1600;0
A803;2015-07-31;2100;0
A803;2015-07-31;2200;0
A803;2015-07-30;100;0
A803;2015-07-30;200;0
A803;2015-07-30;300;0
A803;2015-07-30;400;0
A803;2015-07-30;500;0
A803;2015-07-30;600;0
A803;2015-07-30;900;0
A803;2015-07-30;1200;0
A803;2015-07-30;1300;0
A803;2015-07-30;1400;0
A803;2015-07-30;1500;0
A803;2015-07-30;1700;0
A803;2015-07-30;1800;0
A803;2015-07-30;2000;0
A803;2015-07-30;2100;0
A803;2015-07-30;2200;0
A803;2015-07-30;2300;0
A803;2015-07-29;0;0
A803;2015-07-29;200;0
A803;2015-07-29;400;0
A803;2015-07-29;600;0
A803;2015-07-29;700;0
A803;2015-07-29;1000;0
A803;2015-07-29;1100;0
A803;2015-07-29;1500;0
A803;2015-07-29;1600;0
A803;2015-07-29;1800;0
A803;2015-07-29;1900;0
A803;2015-07-29;2000;0
A803;2015-07-29;2200;0
A803;2015-07-28;0;0
A803;2015-07-28;100;0
A803;2015-07-28;400;0
A803;2015-07-28;500;0,2
A803;2015-07-28;700;0
A803;2015-07-28;800;0
A803;2015-07-28;900;0
A803;2015-07-28;1000;0
A803;2015-07-28;1100;0
A803;2015-07-28;1500;0
A803;2015-07-28;1600;0
A803;2015-07-28;1800;0
A803;2015-07-28;2000;0
A803;2015-07-28;2200;0
A803;2015-07-28;2300;0
A803;2015-07-27;0;0
A803;2015-07-27;100;0
A803;2015-07-27;400;0
A803;2015-07-27;500;0
A803;2015-07-27;600;0
A803;2015-07-27;800;0
A803;2015-07-27;900;0
A803;2015-07-27;1400;0
A803;2015-07-27;1500;0
A803;2015-07-27;1600;0
A803;2015-07-27;1700;0
A803;2015-07-27;1900;0
A803;2015-07-27;2000;0
A803;2015-07-27;2100;0
A803;2015-07-27;2300;0
A803;2015-07-26;0;0
A803;2015-07-26;100;0
A803;2015-07-26;200;0
A803;2015-07-26;500;0
A803;2015-07-26;800;0
A803;2015-07-26;1000;0
A803;2015-07-26;1100;0
A803;2015-07-26;1200;0
A803;2015-07-26;1500;0
A803;2015-07-26;1600;0
A803;2015-07-26;1800;0
A803;2015-07-26;1900;0
A803;2015-07-26;2000;0
A803;2015-07-26;2100;0
A803;2015-07-26;2200;0
A803;2015-07-26;2300;0
A803;2015-07-25;0;0
A803;2015-07-25;100;0
A803;2015-07-25;300;0
A803;2015-07-25;400;0
A803;2015-07-25;600;0
A803;2015-07-25;700;0
A803;2015-07-25;900;0
A803;2015-07-25;1100;0
A803;2015-07-25;1300;0
A803;2015-07-25;1700;0
A803;2015-07-25;1800;0
A803;2015-07-25;1900;0
A803;2015-07-25;2100;0
A803;2015-07-25;2200;0
A803;2015-07-25;2300;0
A803;2015-07-24;0;0
A803;2015-07-24;100;0
A803;2015-07-24;200;0
A803;2015-07-24;400;0
A803;2015-07-24;500;0
A803;2015-07-24;600;0
A803;2015-07-24;800;0
A803;2015-07-24;1000;0
A803;2015-07-24;1100;0
A803;2015-07-24;1200;0
A803;2015-07-24;1300;0
A803;2015-07-24;1500;0
A803;2015-07-24;1600;0
A803;2015-07-24;1800;0
A803;2015-07-24;2000;0
A803;2015-07-23;0;0
A803;2015-07-23;100;0
A803;2015-07-23;400;0
A803;2015-07-23;500;0
A803;2015-07-23;1000;0
A803;2015-07-23;1100;0
A803;2015-07-23;1300;0
A803;2015-07-23;1400;0
A803;2015-07-23;1500;0
A803;2015-07-23;1600;0
A803;2015-07-23;1900;0
A803;2015-07-23;2000;0
A803;2015-07-23;2200;0
A803;2015-07-23;2300;0
A803;2015-07-22;0;0
A803;2015-07-22;100;0
A803;2015-07-22;200;0
A803;2015-07-22;300;0
A803;2015-07-22;400;0
A803;2015-07-22;500;0
A803;2015-07-22;800;0
A803;2015-07-22;900;0
A803;2015-07-22;1100;0,2
A803;2015-07-22;1200;0
A803;2015-07-22;1300;0
A803;2015-07-22;1500;0
A803;2015-07-22;1600;0
A803;2015-07-22;1900;0
A803;2015-07-22;2000;0
A803;2015-07-22;2300;0
A803;2015-07-21;200;0
A803;2015-07-21;300;0,2
A803;2015-07-21;400;0
A803;2015-07-21;600;0
A803;2015-07-21;700;0
A803;2015-07-21;900;0
A803;2015-07-21;1300;0
A803;2015-07-21;1500;0
A803;2015-07-21;1600;0
A803;2015-07-21;1800;0
A803;2015-07-21;1900;0
A803;2015-07-21;2100;0
A803;2015-07-21;2200;0
A803;2015-07-21;2300;0
A803;2015-07-20;0;0
A803;2015-07-20;100;0,6
A803;2015-07-20;400;0
A803;2015-07-20;500;22,4
A803;2015-07-20;600;8,6
A803;2015-07-20;700;2,2
A803;2015-07-20;900;12
A803;2015-07-20;1100;2,4
A803;2015-07-20;1200;1,8
A803;2015-07-20;1400;2
A803;2015-07-20;1500;0,6
A803;2015-07-20;1600;0,2
A803;2015-07-20;1700;0,8
A803;2015-07-20;1800;0
A803;2015-07-20;2000;1,2
A803;2015-07-20;2200;1
A803;2015-07-19;700;0
A803;2015-07-19;1000;0
A803;2015-07-19;1200;0
A803;2015-07-19;1300;0
A803;2015-07-19;1500;0
A803;2015-07-19;1700;0
A803;2015-07-19;1800;0
A803;2015-07-19;2000;0
A803;2015-07-19;2100;10,6
A803;2015-07-19;2200;2,4
A803;2015-07-18;0;0
A803;2015-07-18;100;0
A803;2015-07-18;200;0
A803;2015-07-18;300;0
A803;2015-07-18;500;0
A803;2015-07-18;600;0
A803;2015-07-18;700;0
A803;2015-07-18;800;0
A803;2015-07-18;900;0,2
A803;2015-07-18;1000;0
A803;2015-07-18;1100;0
A803;2015-07-18;1500;0
A803;2015-07-18;1600;0
A803;2015-07-18;1800;0
A803;2015-07-18;1900;0
A803;2015-07-18;2100;0
A803;2015-07-17;0;0
A803;2015-07-17;200;0
A803;2015-07-17;400;0
A803;2015-07-17;600;0
A803;2015-07-17;700;0
A803;2015-07-17;1100;0
A803;2015-07-17;1500;0
A803;2015-07-17;1700;0,2
A803;2015-07-17;1800;0
A803;2015-07-17;1900;0
A803;2015-07-17;2000;0
A803;2015-07-17;2100;0
A803;2015-07-16;100;0
A803;2015-07-16;200;0
A803;2015-07-16;300;0
A803;2015-07-16;500;0
A803;2015-07-16;600;0
A803;2015-07-16;900;0
A803;2015-07-16;1000;0
A803;2015-07-16;1100;0
A803;2015-07-16;1200;0
A803;2015-07-16;1400;0
A803;2015-07-16;1500;0
A803;2015-07-16;1700;0
A803;2015-07-16;1800;0
A803;2015-07-16;1900;0
A803;2015-07-16;2000;0
A803;2015-07-16;2100;0
A803;2015-07-16;2300;0
A803;2015-07-15;100;0
A803;2015-07-15;500;0
A803;2015-07-15;600;0
A803;2015-07-15;800;0
A803;2015-07-15;900;0
A803;2015-07-15;1000;0
A803;2015-07-15;1200;0
A803;2015-07-15;1300;0
A803;2015-07-15;1400;0
A803;2015-07-15;1600;0
A803;2015-07-15;1800;0
A803;2015-07-15;1900;0
A803;2015-07-15;2000;0
A803;2015-07-15;2100;0
A803;2015-07-15;2300;0
A803;2015-07-14;0;1,8
A803;2015-07-14;200;0
A803;2015-07-14;300;0
A803;2015-07-14;400;0
A803;2015-07-14;500;0
A803;2015-07-14;600;0
A803;2015-07-14;900;1,2
A803;2015-07-14;1000;0,6
A803;2015-07-14;1200;0
A803;2015-07-14;1300;0,4
A803;2015-07-14;1500;0,2
A803;2015-07-14;1600;0,2
A803;2015-07-14;1800;0
A803;2015-07-14;2000;0
A803;2015-07-14;2300;0
A803;2015-07-13;0;0,2
A803;2015-07-13;100;0
A803;2015-07-13;200;0,2
A803;2015-07-13;300;0
A803;2015-07-13;400;2
A803;2015-07-13;500;11,6
A803;2015-07-13;600;0,2
A803;2015-07-13;700;0,2
A803;2015-07-13;900;0,2
A803;2015-07-13;1000;11
A803;2015-07-13;1300;0
A803;2015-07-13;1500;0
A803;2015-07-13;1700;7,2
A803;2015-07-13;1800;0,6
A803;2015-07-13;1900;0
A803;2015-07-13;2000;0
A803;2015-07-13;2200;0,8
A803;2015-07-13;2300;4,4
A803;2015-07-12;100;0
A803;2015-07-12;300;0
A803;2015-07-12;600;0
A803;2015-07-12;700;0
A803;2015-07-12;900;0
A803;2015-07-12;1000;0
A803;2015-07-12;1100;0
A803;2015-07-12;1200;0
A803;2015-07-12;1400;0
A803;2015-07-12;1700;0
A803;2015-07-12;1800;0
A803;2015-07-12;1900;0
A803;2015-07-12;2000;0
A803;2015-07-12;2100;0
A803;2015-07-12;2200;0
A803;2015-07-12;2300;0
A803;2015-07-11;0;0
A803;2015-07-11;100;0
A803;2015-07-11;300;0
A803;2015-07-11;400;0
A803;2015-07-11;500;0
A803;2015-07-11;600;0
A803;2015-07-11;900;0
A803;2015-07-11;1000;0
A803;2015-07-11;1300;0
A803;2015-07-11;1600;0
A803;2015-07-11;1700;0
A803;2015-07-11;1900;0
A803;2015-07-11;2000;0
A803;2015-07-11;2100;0
A803;2015-07-11;2200;0
A803;2015-07-11;2300;0
A803;2015-07-10;0;0
A803;2015-07-10;300;0
A803;2015-07-10;400;0
A803;2015-07-10;900;0
A803;2015-07-10;1100;0
A803;2015-07-10;1200;0
A803;2015-07-10;1400;0
A803;2015-07-10;1600;0
A803;2015-07-10;1700;0
A803;2015-07-10;2200;0
A803;2015-07-09;200;0,2
A803;2015-07-09;300;0,2
A803;2015-07-09;400;0
A803;2015-07-09;500;0,2
A803;2015-07-09;700;0
A803;2015-07-09;900;0,2
A803;2015-07-09;1000;0,8
A803;2015-07-09;1100;0,2
A803;2015-07-09;1200;0
A803;2015-07-09;1400;0
A803;2015-07-09;1700;0
A803;2015-07-09;2000;0
A803;2015-07-09;2100;0
A803;2015-07-09;2300;0
A803;2015-07-08;0;0
A803;2015-07-08;100;0
A803;2015-07-08;200;0
A803;2015-07-08;300;0
A803;2015-07-08;400;0
A803;2015-07-08;500;0
A803;2015-07-08;600;0
A803;2015-07-08;700;0
A803;2015-07-08;900;0
A803;2015-07-08;1100;0
A803;2015-07-08;1200;0,2
A803;2015-07-08;1300;0
A803;2015-07-08;1500;0,2
A803;2015-07-08;1700;1
A803;2015-07-08;1900;0,2
A803;2015-07-08;2200;1,6
A803;2015-07-08;2300;1,2
A803;2015-07-07;0;1,2
A803;2015-07-07;100;1,6
A803;2015-07-07;200;4,4
A803;2015-07-07;300;4,4
A803;2015-07-07;400;2,4
A803;2015-07-07;800;0,6
A803;2015-07-07;1100;0
A803;2015-07-07;1200;0
A803;2015-07-07;1600;0
A803;2015-07-07;1700;0
A803;2015-07-07;1900;0
A803;2015-07-07;2200;0
A803;2015-07-07;2300;0
A803;2015-07-06;0;0
A803;2015-07-06;200;0
A803;2015-07-06;400;0
A803;2015-07-06;500;0
A803;2015-07-06;600;0
A803;2015-07-06;1100;0
A803;2015-07-06;1200;0,2
A803;2015-07-06;1500;0
A803;2015-07-06;1600;0
A803;2015-07-06;1700;0
A803;2015-07-06;2000;0
A803;2015-07-06;2100;0
A803;2015-07-06;2200;0
A803;2015-07-05;0;0
A803;2015-07-05;100;0
A803;2015-07-05;200;0
A803;2015-07-05;700;0
A803;2015-07-05;800;0
A803;2015-07-05;900;0
A803;2015-07-05;1200;0,2
A803;2015-07-05;1300;0
A803;2015-07-05;1400;0
A803;2015-07-05;1600;0
A803;2015-07-05;1700;0
A803;2015-07-05;1800;0
A803;2015-07-04;400;0
A803;2015-07-04;500;0
A803;2015-07-04;600;0
A803;2015-07-04;800;0
A803;2015-07-04;1000;0
A803;2015-07-04;1100;0
A803;2015-07-04;1200;0
A803;2015-07-04;1400;0
A803;2015-07-04;1500;0
A803;2015-07-04;1600;0
A803;2015-07-04;1700;0
A803;2015-07-04;2000;0
A803;2015-07-04;2100;0
A803;2015-07-04;2300;0
A803;2015-07-03;0;0
A803;2015-07-03;100;0
A803;2015-07-03;200;0
A803;2015-07-03;300;0
A803;2015-07-03;400;0
A803;2015-07-03;500;0
A803;2015-07-03;700;0
A803;2015-07-03;800;0
A803;2015-07-03;900;0
A803;2015-07-03;1000;0
A803;2015-07-03;1100;0
A803;2015-07-03;1300;1,6
A803;2015-07-03;1500;0,4
A803;2015-07-03;1800;0
A803;2015-07-03;2000;0
A803;2015-07-03;2100;0
A803;2015-07-03;2300;0
A803;2015-07-02;0;0
A803;2015-07-02;200;0
A803;2015-07-02;400;0,2
A803;2015-07-02;500;0
A803;2015-07-02;600;0
A803;2015-07-02;700;0
A803;2015-07-02;800;0
A803;2015-07-02;1000;0
A803;2015-07-02;1100;0
A803;2015-07-02;1300;0
A803;2015-07-02;1500;0
A803;2015-07-02;1700;0
A803;2015-07-02;1800;0
A803;2015-07-02;2000;0,2
A803;2015-07-01;0;0
A803;2015-07-01;300;0
A803;2015-07-01;500;0
A803;2015-07-01;600;0
A803;2015-07-01;700;0,2
A803;2015-07-01;800;0
A803;2015-07-01;1000;0
A803;2015-07-01;1300;0
A803;2015-07-01;1400;0
A803;2015-07-01;1500;0
A803;2015-07-01;1800;0
A803;2015-07-01;1900;0
A803;2015-07-01;2000;0
A803;2015-07-01;2100;0
A803;2015-07-01;2200;0
A803;2015-07-01;2300;0
A803;2015-06-30;0;0
A803;2015-06-30;300;0
A803;2015-06-30;400;0
A803;2015-06-30;500;0
A803;2015-06-30;600;0
A803;2015-06-30;800;0
A803;2015-06-30;1100;0
A803;2015-06-30;1200;0,2
A803;2015-06-30;1300;0
A803;2015-06-30;1400;0
A803;2015-06-30;1800;0
A803;2015-06-30;1900;0
A803;2015-06-30;2000;0
A803;2015-06-30;2200;0
A803;2015-06-30;2300;0
A803;2015-06-29;200;0
A803;2015-06-29;300;0
A803;2015-06-29;400;0
A803;2015-06-29;500;0
A803;2015-06-29;600;0
A803;2015-06-29;700;0
A803;2015-06-29;900;0
A803;2015-06-29;1000;0
A803;2015-06-29;1100;0
A803;2015-06-29;1200;0
A803;2015-06-29;1400;0
A803;2015-06-29;1600;0
A803;2015-06-29;2000;0
A803;2015-06-29;2100;2
A803;2015-06-29;2200;2
A803;2015-06-29;2300;1
A803;2015-06-28;100;0
A803;2015-06-28;200;0
A803;2015-06-28;300;0
A803;2015-06-28;400;0
A803;2015-06-28;600;0
A803;2015-06-28;1100;0
A803;2015-06-28;1200;0
A803;2015-06-28;1300;0
A803;2015-06-28;1400;0
A803;2015-06-28;1500;0
A803;2015-06-28;1600;0
A803;2015-06-28;1700;0
A803;2015-06-28;1800;0
A803;2015-06-28;2000;0
A803;2015-06-28;2100;0
A803;2015-06-27;0;0
A803;2015-06-27;100;0
A803;2015-06-27;300;0
A803;2015-06-27;700;0
A803;2015-06-27;1000;0
A803;2015-06-27;1100;0
A803;2015-06-27;1300;0
A803;2015-06-27;1500;0
A803;2015-06-27;1600;0
A803;2015-06-27;1700;0
A803;2015-06-27;1800;0
A803;2015-06-27;2000;0
A803;2015-06-27;2100;0
A803;2015-06-27;2200;0
A803;2015-06-27;2300;0
A803;2015-06-26;0;0
A803;2015-06-26;300;0
A803;2015-06-26;400;0
A803;2015-06-26;600;0
A803;2015-06-26;700;0
A803;2015-06-26;800;0
A803;2015-06-26;1000;0
A803;2015-06-26;1100;0
A803;2015-06-26;1200;0
A803;2015-06-26;1300;0
A803;2015-06-26;1500;0
A803;2015-06-26;1600;0
A803;2015-06-26;1800;0
A803;2015-06-26;1900;0
A803;2015-06-26;2000;0
A803;2015-06-26;2100;0
A803;2015-06-26;2200;0
A803;2015-06-25;200;0
A803;2015-06-25;300;0
A803;2015-06-25;400;0
A803;2015-06-25;500;0
A803;2015-06-25;900;0
A803;2015-06-25;1000;0
A803;2015-06-25;1200;0
A803;2015-06-25;1300;0
A803;2015-06-25;1500;0
A803;2015-06-25;1600;0
A803;2015-06-25;1700;0
